CASEID,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,AGE-1_CATEGORY,AGE-2_CATEGORY,EMPLOYED
1199,5,1,1,1,4,1,3,3,4,1,3,1,1,3,1,2,1,2,3,1,2,1,3,3,2,3,3,3,2,2,1,4,62499.5,25,34,1
1200,23,2,1,1,2,2,2,3,2,1,2,1,1,1,2,1,2,2,2,2,2,3,2,2,1,3,2,2,2,2,1,1,39999.5,55,64,1
1202,10,2,1,1,1,2,1,2,6,1,3,2,3,3,3,3,2,2,3,3,3,3,1,1,3,5,3,3,2,2,2,3,62499.5,65,74,1
1203,13,1,1,0,1,3,1,1,4,1,1,3,3,3,1,2,3,1,3,3,1,3,1,1,3,1,3,3,2,2,1,3,87499.5,35,44,1
1204,25,2,1,1,4,0,0,0,1,1,3,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,2,2,2,1,1,3,62499.5,45,54,1
1205,1,1,1,1,2,3,2,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,2,1,3,2,2,2,1,4,100000.0,35,44,1
1206,3,2,1,0,2,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,2,1,1,3,1,2,2,1,1,2,3,87499.5,25,34,1
1207,20,2,1,0,4,0,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,3,5,3,3,2,1,1,1,87499.5,55,64,1
1208,5,1,1,1,1,0,1,1,4,1,2,2,3,2,1,2,1,1,2,2,3,1,1,1,1,2,3,2,2,2,1,3,100000.0,55,64,1
1209,1,1,1,1,3,3,2,3,4,1,3,2,2,2,2,2,2,2,3,3,3,3,1,1,1,5,3,3,2,2,1,2,100000.0,45,54,1
1210,1,1,1,1,2,0,1,2,4,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,3,5,2,2,2,2,1,3,100000.0,35,44,1
1211,13,1,0,1,2,3,2,2,4,1,3,1,2,2,1,2,1,3,3,3,1,3,1,1,2,2,3,2,2,1,1,2,100000.0,55,64,1
1212,10,2,0,0,1,2,1,1,4,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,3,1,3,1,2,2,2,3,100000.0,35,44,1
1213,22,2,1,0,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,2,2,3,2,1,1,2,2,1,1,39999.5,55,64,1
1214,1,1,1,1,2,2,2,1,4,1,3,1,1,2,3,2,3,3,2,3,2,1,1,2,3,3,3,2,2,1,1,3,100000.0,65,74,1
1215,4,2,0,1,2,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,1,1,2,2,2,2,39999.5,45,54,1
1216,19,2,1,0,1,1,1,2,4,1,3,2,2,3,3,1,3,1,3,3,3,1,1,1,3,3,3,3,2,2,2,3,100000.0,35,44,1
1217,1,1,0,1,3,3,2,2,4,3,3,2,3,3,3,2,3,1,3,3,3,3,1,1,3,1,3,3,2,1,1,1,39999.5,55,64,1
1218,25,2,1,0,2,1,0,2,2,3,3,1,1,2,1,2,3,2,2,3,1,3,1,2,3,2,3,2,2,2,2,3,100000.0,55,64,1
1219,1,1,0,0,1,3,1,2,4,1,1,2,3,3,3,1,3,1,2,2,3,3,1,1,3,2,3,3,2,2,1,2,39999.5,35,44,1
1220,14,2,0,1,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,2,1,1,2,30000.0,25,34,1
1221,1,1,1,1,3,3,1,2,4,3,3,3,1,2,2,2,3,2,3,1,2,1,1,1,3,2,3,3,2,2,1,4,62499.5,25,34,1
1222,12,1,1,0,2,1,2,2,4,1,3,1,3,1,2,2,3,2,2,3,3,3,1,1,3,3,3,3,2,1,1,2,39999.5,65,74,1
1223,5,1,1,1,2,2,2,2,4,3,3,1,3,2,1,3,3,2,1,3,1,1,1,1,3,3,1,1,2,2,1,3,100000.0,35,44,1
1224,10,2,1,1,2,2,1,2,3,1,3,1,1,2,2,2,3,1,2,3,2,3,2,2,3,2,2,3,1,1,2,4,100000.0,65,74,1
1225,10,2,0,1,2,1,2,1,4,1,3,1,3,1,1,2,3,1,2,1,1,3,2,2,3,1,1,1,1,1,1,1,87499.5,18,24,1
1226,10,2,1,1,2,3,2,2,2,3,3,2,3,2,2,3,2,2,3,3,3,1,1,1,1,2,2,2,2,2,2,4,100000.0,35,44,1
1228,8,2,1,0,2,3,1,1,4,1,3,2,3,3,3,2,2,3,3,3,3,2,3,1,3,3,3,3,2,1,1,4,100000.0,35,44,1
1229,13,1,1,1,2,3,2,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,1,1,2,87499.5,45,54,1
1230,25,2,1,0,2,2,1,2,3,3,3,2,1,2,3,2,2,2,2,3,3,1,1,1,3,3,3,2,2,2,2,4,100000.0,65,74,1
1231,1,1,1,0,2,3,1,1,4,1,1,2,3,3,3,1,2,1,2,3,3,3,1,1,3,4,2,2,2,2,1,3,62499.5,25,34,1
1232,12,1,1,1,1,3,1,1,4,1,1,1,2,1,1,1,2,2,2,3,2,2,1,1,3,1,2,3,2,1,1,3,100000.0,45,54,1
1235,12,1,1,1,2,3,2,2,4,2,2,2,1,1,1,2,3,1,3,3,1,3,2,2,3,1,1,1,2,1,1,4,100000.0,25,34,1
1236,3,2,1,1,1,2,1,2,1,1,2,1,2,3,1,2,3,2,1,3,1,3,2,3,2,1,1,1,1,1,1,1,62499.5,35,44,1
1237,5,1,1,1,3,3,2,2,4,1,1,2,1,1,1,1,3,2,3,1,1,1,1,1,2,3,3,3,2,2,1,4,100000.0,25,34,1
1238,22,2,1,0,1,2,2,3,4,3,3,2,2,1,1,1,1,1,3,3,1,1,2,1,3,2,3,2,2,2,1,1,87499.5,45,54,1
1239,1,1,1,0,2,2,1,2,4,1,3,3,3,2,3,2,1,3,2,2,3,1,1,1,3,3,3,2,2,2,2,3,62499.5,45,54,1
1240,20,2,1,1,2,2,2,2,4,1,1,1,2,2,2,3,3,1,3,3,2,1,1,1,3,3,2,2,2,2,2,4,62499.5,55,64,1
1241,1,1,1,1,1,2,1,2,4,1,1,1,2,2,2,3,3,2,2,1,2,3,3,3,3,3,3,2,2,1,1,3,100000.0,55,64,1
1242,26,3,1,1,2,2,1,2,4,1,1,2,2,2,3,2,2,1,3,3,3,2,1,1,3,5,3,3,2,2,1,1,30000.0,45,54,0
1243,2,1,1,1,1,2,1,2,4,1,1,1,3,3,3,2,3,1,1,3,2,3,1,2,3,3,2,2,2,2,1,4,100000.0,65,74,1
1246,4,2,1,0,2,0,3,2,4,3,3,1,2,1,1,2,3,1,3,1,2,1,2,2,2,2,3,3,2,1,2,3,100000.0,55,64,1
1247,5,1,1,1,3,1,3,2,4,3,2,3,1,3,3,2,1,3,2,2,2,1,1,1,1,3,3,2,2,2,1,4,100000.0,55,64,1
1248,8,2,1,1,2,2,2,2,4,1,1,2,2,3,3,1,2,3,2,3,2,2,2,2,3,2,2,2,2,1,2,2,100000.0,18,24,1
1249,1,1,1,1,3,3,2,2,4,1,1,2,3,3,3,3,2,2,2,3,3,3,1,1,3,4,2,2,1,1,1,4,100000.0,45,54,1
1251,10,2,1,0,3,3,2,2,2,1,3,1,3,3,2,3,3,3,1,1,1,1,1,1,3,2,3,2,2,2,2,3,39999.5,45,54,1
1252,4,2,0,0,1,2,2,2,3,1,1,2,2,2,2,2,2,2,2,3,2,3,1,1,3,1,3,2,2,2,1,1,39999.5,35,44,1
1253,8,1,1,1,2,3,2,2,4,1,2,2,2,2,2,2,1,1,3,1,2,3,2,2,3,2,3,2,2,1,2,3,62499.5,25,34,1
1255,3,2,1,0,1,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,5,3,3,2,2,2,3,100000.0,45,54,1
1256,19,2,1,0,1,1,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,1,1,3,3,3,3,2,2,1,1,100000.0,55,64,1
1258,12,1,1,0,3,3,1,1,4,1,1,3,3,3,2,3,3,1,3,2,2,2,1,1,3,5,3,3,2,2,1,2,100000.0,55,64,1
1260,12,1,1,1,2,3,2,1,4,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,3,3,2,2,2,1,1,3,62499.5,25,34,1
1261,11,1,1,1,1,2,2,1,4,1,2,2,3,2,1,2,3,1,2,1,2,2,1,2,2,3,3,2,1,1,1,4,39999.5,35,44,1
1262,3,2,1,1,2,2,2,2,3,1,1,2,1,1,3,2,3,1,2,1,2,2,1,1,3,3,3,2,2,1,2,3,87499.5,25,34,1
1264,1,1,1,0,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,3,3,2,2,1,2,100000.0,45,54,1
1265,25,2,0,1,1,2,1,2,4,3,1,1,1,1,2,1,1,1,3,2,2,3,1,1,3,2,3,3,2,2,1,2,100000.0,55,64,1
1266,4,2,1,1,2,2,2,2,6,1,1,1,1,2,1,3,2,2,2,1,1,1,2,2,3,2,3,3,2,1,2,3,100000.0,25,34,1
1268,11,1,1,0,2,2,1,2,4,3,1,2,3,3,3,3,2,3,2,1,2,2,1,3,2,3,1,2,2,2,1,4,100000.0,55,64,1
1269,22,2,0,0,1,3,1,1,4,1,3,2,3,2,1,1,3,2,2,1,1,1,1,2,3,1,2,2,2,2,1,2,100000.0,55,64,1
1270,5,1,1,0,2,2,1,2,4,1,3,1,2,2,2,2,3,1,2,1,1,3,1,1,3,2,3,3,2,2,1,4,62499.5,25,34,1
1271,12,1,1,1,2,0,1,1,4,1,1,3,3,3,2,2,3,3,1,3,2,2,1,2,3,3,2,2,1,1,1,4,100000.0,55,64,1
1272,4,2,1,0,3,3,1,2,3,3,3,1,2,2,3,2,2,1,2,3,2,3,1,2,3,3,2,2,2,2,2,4,100000.0,55,64,1
1273,9,1,1,1,2,3,1,2,4,3,3,3,3,2,3,3,1,2,2,3,3,3,1,1,3,5,2,2,2,2,1,4,87499.5,55,64,1
1274,1,1,1,1,3,2,1,1,4,1,1,1,1,3,2,2,1,1,2,3,2,1,1,1,1,3,1,3,2,2,1,3,100000.0,45,54,1
1276,4,2,1,1,3,0,2,3,6,1,3,3,3,3,3,3,3,3,2,1,1,3,2,2,3,2,3,2,2,2,1,4,100000.0,45,54,1
1277,16,2,0,0,2,2,3,2,4,3,1,1,1,2,2,1,3,1,2,3,2,2,1,1,3,3,3,3,2,1,2,2,87499.5,45,54,1
1278,12,1,1,1,2,2,2,1,4,1,3,1,1,1,1,3,3,2,2,1,1,2,3,3,2,1,2,2,2,1,1,4,30000.0,25,34,1
1279,13,1,1,1,3,0,2,2,4,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,3,2,2,2,2,1,2,62499.5,55,64,1
1280,8,2,0,1,3,3,1,1,3,1,1,2,2,2,1,1,2,1,2,3,1,2,2,1,3,1,3,3,2,1,2,3,100000.0,45,54,1
1281,1,1,1,0,3,3,1,5,4,1,3,3,3,2,2,2,2,2,2,3,2,1,1,1,3,1,3,2,2,2,2,3,100000.0,35,44,1
1282,11,1,1,1,1,2,1,1,4,1,3,2,2,2,2,2,2,1,3,3,2,3,1,1,3,3,3,2,2,1,1,3,30000.0,25,34,1
1283,1,1,1,0,3,0,1,1,4,3,2,2,3,3,2,1,1,2,2,1,1,2,1,1,3,3,3,3,2,2,1,2,87499.5,45,54,1
1284,25,2,0,1,2,2,1,1,4,1,3,3,3,3,3,3,1,3,2,3,3,1,1,1,1,5,3,3,2,2,2,3,100000.0,45,54,1
1286,14,2,1,0,2,1,1,2,2,1,1,3,3,3,2,3,3,2,2,3,2,2,1,1,3,3,1,2,1,1,1,1,87499.5,55,64,1
1287,25,2,1,1,2,3,2,3,2,1,2,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,3,3,2,2,1,2,30000.0,35,44,1
1288,1,1,1,1,1,1,1,2,4,1,2,1,1,3,3,3,1,2,1,3,2,1,1,1,3,3,3,1,2,2,1,3,100000.0,35,44,1
1289,10,2,0,0,2,2,0,3,4,1,3,2,1,2,2,2,3,1,1,3,1,3,1,2,3,1,3,3,2,1,1,2,62499.5,18,24,1
1290,9,1,1,0,2,2,2,2,4,1,1,1,2,2,1,1,3,2,2,3,2,2,1,2,3,3,3,3,2,1,1,3,87499.5,55,64,1
1291,1,1,1,0,3,2,1,3,4,1,3,2,3,3,1,3,3,2,2,1,1,3,1,1,3,2,1,1,2,2,2,4,62499.5,35,44,1
1292,19,2,1,0,2,0,1,1,4,2,3,1,3,1,1,2,3,1,2,2,1,3,1,1,3,2,2,3,2,2,1,1,87499.5,45,54,1
1293,26,3,5,1,2,2,1,2,4,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,1,1,1,30000.0,55,64,0
1294,1,1,1,0,1,0,1,1,4,3,3,2,2,2,3,2,1,3,3,3,3,1,1,1,3,4,2,3,2,2,1,3,87499.5,45,54,1
1295,13,1,1,1,2,1,0,3,4,1,1,1,2,2,1,3,3,2,2,3,2,2,1,1,3,3,3,2,2,1,1,2,62499.5,25,34,1
1296,3,2,1,0,2,1,2,2,4,1,3,1,2,1,1,1,2,1,2,1,1,2,1,2,2,3,2,2,2,2,2,4,100000.0,45,54,1
1297,20,2,1,1,1,3,1,1,4,3,3,2,3,3,3,2,3,2,2,3,2,2,1,1,3,1,3,3,2,1,2,3,30000.0,65,74,1
1298,12,1,1,0,1,3,1,1,4,1,3,1,2,1,1,1,1,2,3,1,1,2,1,2,3,2,3,2,2,1,1,3,87499.5,55,64,1
1299,1,1,1,1,1,1,1,1,4,2,2,2,3,2,3,2,1,3,3,2,3,3,1,1,1,2,3,3,2,2,1,2,100000.0,55,64,1
1300,3,2,0,0,2,0,1,1,4,1,1,3,3,3,3,3,2,2,3,3,3,1,1,1,1,4,3,3,2,1,1,2,100000.0,45,54,1
1301,1,1,1,1,2,2,1,2,4,3,3,2,3,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,2,1,1,39999.5,55,64,1
1304,25,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,62499.5,35,44,1
1306,4,2,0,1,2,2,2,2,2,1,3,3,1,1,1,1,1,2,3,3,2,2,1,1,3,5,3,3,2,1,2,4,62499.5,25,34,1
1308,20,2,1,1,3,0,2,2,4,3,3,2,3,3,2,3,3,1,3,3,2,3,2,3,3,4,3,3,2,1,1,2,39999.5,55,64,1
1309,14,2,1,1,1,3,1,2,3,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,3,2,2,2,2,1,1,1,30000.0,55,64,1
1310,10,2,1,1,1,2,1,1,1,3,1,2,2,2,2,1,2,1,1,1,1,3,1,1,3,4,2,2,2,2,2,4,100000.0,25,34,1
1311,1,1,1,1,2,2,2,2,4,1,3,1,1,1,2,1,1,2,1,3,1,1,3,2,2,2,2,2,2,1,1,2,87499.5,45,54,1
1312,1,1,1,1,3,2,2,3,4,3,1,2,1,3,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,30000.0,35,44,1
1313,1,1,1,1,4,2,1,1,4,1,1,1,3,3,1,1,3,2,2,1,2,1,2,2,3,1,3,2,1,1,1,4,62499.5,45,54,1
1314,12,1,1,1,2,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,1,1,2,87499.5,45,54,1
1315,1,1,1,0,1,2,1,2,4,1,3,1,1,2,2,2,1,2,2,3,2,3,1,1,1,2,2,2,2,2,1,2,62499.5,55,64,1
1316,10,2,1,1,2,0,2,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,3,3,3,3,2,1,2,3,100000.0,55,64,1
1318,1,1,1,1,2,3,2,2,4,1,3,1,1,1,2,2,2,2,2,3,2,1,1,1,3,3,2,2,2,2,1,4,100000.0,35,44,1
1321,25,2,1,1,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,30000.0,18,24,1
1322,5,1,1,1,2,2,1,1,4,1,1,2,3,3,3,3,1,2,3,3,3,1,1,1,3,5,3,3,2,1,1,4,100000.0,35,44,1
1323,20,2,1,0,3,0,1,1,4,1,3,2,2,3,2,3,3,3,3,3,2,2,1,1,3,2,3,3,1,1,1,4,87499.5,65,74,1
1324,1,1,1,1,2,2,1,1,4,1,1,2,1,2,3,2,2,2,2,1,2,1,1,1,2,2,3,3,2,1,1,3,87499.5,25,34,1
1327,13,1,1,1,1,3,1,1,4,1,3,3,3,3,3,1,2,3,2,3,2,3,1,1,1,3,3,3,2,1,1,3,100000.0,25,34,1
1328,20,2,1,0,2,3,2,2,4,1,1,1,3,3,1,1,1,1,2,2,1,2,1,1,3,2,3,2,2,1,1,2,30000.0,25,34,1
1329,1,1,1,1,1,0,1,1,4,3,2,1,1,2,1,2,1,2,2,1,1,1,1,1,3,2,3,2,2,2,1,4,87499.5,65,74,1
1330,15,2,1,0,1,0,1,2,4,1,1,3,3,3,3,3,3,3,2,2,3,1,2,2,2,3,3,3,2,2,1,1,62499.5,45,54,1
1332,1,1,1,1,1,1,1,2,4,1,3,1,2,1,1,2,2,1,1,3,1,1,2,3,2,2,3,1,1,1,1,4,100000.0,55,64,1
1333,19,2,1,0,1,2,3,2,3,1,3,1,3,2,3,1,3,1,2,3,1,3,1,2,2,5,3,3,2,1,1,1,39999.5,25,34,1
1335,1,1,1,1,3,3,2,1,4,1,3,3,3,3,2,3,3,3,3,3,2,1,1,1,3,3,3,3,2,2,1,3,87499.5,25,34,1
1336,1,1,1,1,2,0,2,2,4,1,3,2,2,3,3,3,2,2,3,3,2,1,1,1,3,3,2,2,2,2,1,3,100000.0,55,64,1
1337,6,2,1,1,2,2,3,5,4,1,3,1,1,2,1,1,3,3,2,3,2,3,1,1,3,3,3,2,2,1,2,4,62499.5,35,44,1
1339,18,2,1,0,2,2,1,2,3,1,1,2,2,2,2,2,1,1,3,2,2,3,1,1,3,2,3,3,2,2,1,1,87499.5,45,54,1
1343,22,2,1,1,1,2,2,2,6,1,1,3,3,3,1,2,2,2,1,2,1,1,1,2,3,3,2,3,2,2,1,2,100000.0,55,64,1
1345,10,2,1,1,2,1,3,1,6,2,2,1,2,2,1,2,2,1,2,3,1,1,2,2,2,3,2,1,2,2,1,3,30000.0,45,54,1
1346,25,2,1,1,4,0,2,2,4,1,1,1,1,1,1,2,3,2,1,1,1,3,1,2,3,2,3,2,2,2,2,2,39999.5,55,64,1
1347,3,2,1,1,2,3,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,3,5,3,3,2,2,1,3,100000.0,35,44,1
1348,26,3,0,1,2,2,1,2,4,1,2,3,3,3,2,2,3,1,3,3,2,2,1,1,3,4,3,3,2,1,1,1,100000.0,65,74,0
1349,1,1,1,1,1,0,1,1,4,3,1,2,2,2,2,2,2,2,2,1,1,3,1,1,3,2,1,1,2,2,1,2,87499.5,55,64,1
1350,12,1,1,1,4,2,2,2,4,3,3,2,2,2,1,2,2,2,2,3,2,2,2,1,1,1,2,2,2,2,1,2,100000.0,55,64,1
1352,10,2,1,1,2,3,2,1,3,1,3,1,2,2,1,3,2,3,2,1,1,2,2,2,3,3,2,2,2,1,2,4,100000.0,55,64,1
1354,10,2,1,1,2,3,1,2,6,1,3,2,1,1,3,2,3,2,1,3,2,1,1,1,3,4,2,1,1,1,2,4,30000.0,55,64,1
1355,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,1,3,3,3,2,2,1,2,62499.5,55,64,1
1356,5,1,1,0,1,1,2,2,4,3,2,3,3,2,2,3,3,1,1,1,2,1,2,2,2,1,3,2,2,1,2,3,100000.0,45,54,1
1357,12,1,0,1,2,3,1,2,4,3,3,1,3,1,1,1,3,2,2,1,1,2,1,1,3,3,1,3,2,1,1,3,87499.5,55,64,1
1358,20,2,0,0,4,0,0,3,4,1,1,3,3,3,3,1,3,3,2,3,1,1,3,3,2,2,1,1,1,1,2,3,39999.5,45,54,1
1359,1,1,1,1,2,2,2,2,4,1,1,2,3,1,1,1,2,1,2,3,1,1,1,1,3,1,1,3,1,1,1,2,30000.0,18,24,1
1361,1,1,1,0,2,3,2,2,4,1,3,3,2,3,2,2,3,3,3,3,2,3,1,1,3,3,3,3,2,2,2,3,87499.5,45,54,1
1362,25,2,1,0,2,3,1,2,3,1,1,1,3,1,1,1,2,1,3,2,2,2,1,1,3,4,3,2,1,1,1,1,30000.0,25,34,1
1363,4,2,1,1,1,2,1,1,1,1,3,1,2,1,2,2,1,1,3,3,2,2,1,1,3,2,2,2,2,1,1,2,100000.0,45,54,1
1364,12,1,1,0,2,1,1,1,4,1,3,1,1,3,2,2,3,2,2,1,2,2,2,2,3,3,3,3,1,1,1,3,87499.5,55,64,1
1365,9,1,1,1,3,0,2,2,4,1,3,1,2,3,2,2,2,2,3,3,2,2,1,1,3,4,3,3,2,2,1,4,87499.5,55,64,1
1366,2,1,1,0,2,2,2,3,4,1,1,2,2,2,1,1,3,2,2,1,1,1,1,1,3,2,3,2,2,2,1,3,62499.5,25,34,1
1367,10,2,1,1,1,1,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,2,2,2,1,1,39999.5,25,34,1
1368,5,1,1,1,2,1,1,2,4,1,1,1,1,2,1,2,3,3,2,3,1,1,1,1,3,2,3,2,2,1,1,4,100000.0,55,64,1
1369,1,1,1,0,2,3,1,1,4,3,3,2,3,3,2,3,3,3,3,3,1,1,1,1,3,1,2,2,1,1,1,4,62499.5,55,64,1
1370,1,1,1,0,1,2,2,1,4,1,1,1,3,3,1,3,3,2,2,3,1,3,2,1,3,1,1,1,1,2,1,2,62499.5,35,44,1
1371,12,1,1,1,4,0,2,3,4,1,3,3,3,3,2,3,3,2,3,3,3,2,1,1,3,3,3,3,2,2,1,3,87499.5,55,64,1
1372,13,1,1,0,2,0,2,2,4,1,3,3,3,2,2,2,1,3,1,3,2,2,1,1,3,3,3,3,2,2,1,3,62499.5,45,54,1
1373,2,1,1,1,3,3,1,1,4,1,1,3,3,3,3,2,2,2,1,2,3,3,1,1,1,4,3,3,2,2,1,3,62499.5,35,44,1
1374,12,1,1,1,2,3,2,2,4,1,3,3,2,3,2,2,3,2,2,3,2,3,1,1,3,2,3,2,2,1,1,2,30000.0,65,74,1
1375,1,1,1,1,1,2,1,2,4,1,1,3,3,3,3,3,1,2,1,2,3,2,1,1,1,5,3,3,1,2,1,3,100000.0,45,54,1
1376,11,1,1,0,2,2,1,2,4,3,3,2,1,1,3,1,2,3,3,3,3,3,1,1,3,3,3,3,2,2,1,4,100000.0,45,54,1
1377,1,1,1,0,1,3,1,1,4,3,1,2,2,3,2,2,2,3,2,3,2,1,1,1,3,1,2,2,2,2,1,4,100000.0,55,64,1
1378,5,1,1,1,1,2,1,2,4,2,1,2,3,3,3,2,1,2,2,3,1,1,1,1,2,1,3,2,1,2,1,4,39999.5,65,74,1
1379,11,1,1,1,1,2,1,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,5,3,3,2,2,1,4,100000.0,65,74,1
1380,3,2,1,1,2,3,1,1,6,1,1,1,2,1,1,3,3,3,1,1,1,2,1,1,3,1,3,2,2,2,1,4,100000.0,35,44,1
1381,12,1,1,0,2,2,1,2,4,1,3,1,1,2,1,1,3,1,2,3,1,3,2,2,2,2,3,2,2,1,1,4,39999.5,55,64,1
1382,22,2,0,1,2,0,0,3,4,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,5,3,3,2,1,1,1,39999.5,25,34,1
1383,16,2,0,0,1,2,1,1,4,1,1,3,3,2,2,2,1,3,2,3,2,3,1,1,3,3,3,3,1,1,1,1,62499.5,55,64,1
1384,5,1,1,0,3,2,3,3,4,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,5,3,3,2,2,1,4,100000.0,25,34,1
1385,20,2,1,0,1,2,2,2,4,1,3,3,2,2,3,3,1,2,3,3,3,2,1,1,3,4,3,2,2,1,1,2,100000.0,55,64,1
1386,1,1,1,0,1,2,1,2,4,1,1,3,3,3,3,1,3,1,3,2,3,1,1,1,1,5,3,3,2,2,1,2,100000.0,65,74,1
1388,26,3,1,0,2,2,1,2,4,3,3,1,1,1,1,2,2,2,3,3,1,2,1,1,3,2,3,3,2,1,1,1,62499.5,65,74,0
1389,1,1,1,1,1,2,1,2,4,3,3,2,1,2,2,2,3,2,2,1,1,1,1,1,3,2,3,1,2,2,1,2,100000.0,45,54,1
1390,25,2,1,0,1,3,1,2,3,3,1,3,3,2,1,3,3,1,2,3,1,1,1,1,3,2,2,2,2,2,1,2,100000.0,25,34,1
1391,19,2,0,0,4,0,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,3,2,1,1,1,30000.0,25,34,1
1393,1,1,0,1,1,2,1,2,4,2,2,1,1,2,1,3,2,1,2,1,1,2,1,2,3,1,3,3,2,1,1,2,62499.5,55,64,1
1394,5,1,1,1,1,1,2,2,4,1,3,1,1,1,1,1,2,1,2,1,2,1,2,2,2,3,1,1,1,1,1,3,62499.5,25,34,1
1395,25,2,1,1,1,2,1,1,6,1,3,1,2,2,1,1,3,2,1,3,1,3,1,2,3,2,2,2,2,2,1,4,87499.5,25,34,1
1396,5,1,1,1,3,0,1,2,4,1,3,3,3,3,3,3,2,3,3,2,3,3,1,1,3,5,3,3,2,2,1,2,100000.0,55,64,1
1397,26,3,1,1,2,2,1,2,4,1,1,3,2,3,2,3,3,3,1,3,2,2,1,1,3,1,3,3,2,1,1,2,30000.0,65,74,0
1398,16,2,0,0,4,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,2,2,3,3,2,1,1,1,30000.0,45,54,1
1399,12,1,0,0,1,1,1,1,4,2,3,1,1,2,1,2,3,2,2,1,1,2,1,1,3,3,3,3,2,2,1,3,87499.5,35,44,1
1400,1,1,1,1,2,2,2,2,4,3,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,4,100000.0,35,44,1
1401,22,2,0,0,2,0,1,1,6,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,5,1,1,2,2,1,2,87499.5,55,64,1
1402,3,2,0,0,1,2,1,1,3,2,2,1,3,3,3,3,3,3,3,2,3,3,1,1,1,2,3,3,2,1,2,3,100000.0,45,54,1
1403,10,2,0,0,1,3,2,2,4,1,3,2,1,2,1,3,3,1,1,1,1,3,1,1,3,1,3,3,2,1,2,3,100000.0,45,54,1
1404,17,2,1,0,3,3,2,1,2,1,1,2,1,3,3,2,2,1,3,3,3,2,1,1,3,5,2,2,2,2,1,1,87499.5,65,74,1
1405,2,1,1,1,1,2,1,1,4,1,3,1,1,2,2,1,2,1,2,3,2,1,1,1,3,2,3,2,2,2,1,4,100000.0,55,64,1
1406,13,1,1,0,1,3,1,1,4,1,3,2,3,3,3,2,3,1,3,3,3,3,1,1,3,4,3,3,2,2,1,3,39999.5,25,34,1
1407,26,3,1,1,2,2,1,2,4,1,3,1,3,2,1,2,3,3,2,1,1,2,1,1,3,1,3,3,2,1,2,2,100000.0,55,64,0
1409,26,3,1,0,2,2,1,2,4,1,3,2,2,2,2,2,2,1,2,3,2,2,1,1,3,4,3,3,2,2,1,1,30000.0,35,44,0
1412,6,2,1,1,2,2,1,2,4,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,2,2,2,2,2,1,1,3,30000.0,55,64,1
